pattern_id,question_idx,question,answer,ground_truth,llm_judge,has_citations,is_multilingual
Pattern1,15,"How are Carmen Vasquez and Emmanuel Okafor connected, and trace the path of their relationship through their families' professional connections?","Carmen Vasquez e Emmanuel Okafor estão conectados através de suas famílias. A mãe de Carmen, Dr. Elena Vasquez, é uma colega de trabalho do pai de Emmanuel, Dr. Kwame Okafor. Além disso, a irmã de Carmen, Diego Vasquez, é amiga de Emmanuel. Isabella Romano, uma estudante de enfermagem, menciona que ela viu Diego e Emmanuel juntos na biblioteca, o que sugere que eles estão se tornando amigos. A amizade entre Diego e Emmanuel é um exemplo de como as famílias profissionais de Millbrook estão interconectadas.",Carmen Vasquez (daughter of Dr. Elena Vasquez) is friends with Emmanuel Okafor (son of Dr. Kwame Okafor). Their mothers work together at Millbrook General Hospital - Elena as Hospital Director and Kwame as a pediatrician.,0.6,False,True
Pattern1,16,"What connections exist between the Chen family and the bridge project, considering both professional and personal relationships?","Based on the provided documents, the Chen family and the bridge project have several connections. Marcus Chen, the city councilman and Lily's father, is mentioned as representing the affected University Heights district. He also notes that his daughter Lily and her friend Carmen Vasquez have organized study groups to help students affected by the longer commute times due to the bridge project. Additionally, Sofia Okafor, the principal civil engineer, is working on the bridge rehabilitation project, and her engineering report is mentioned as showing the bridge's structural issues.","Marcus Chen (city councilman) works professionally with Sofia Okafor on the bridge project. His daughter Lily Chen is friends with Carmen Vasquez, whose mother (Dr. Elena Vasquez) has concerns about bridge impact on hospital access. Lily also helps Isabella Romano with studies, connecting to another affected family.",0.8,False,False
Pattern1,17,"How many degrees of separation exist between Ahmed Al-Rashid and Dr. Kwame Okafor, and what is the path?","De acordo com os documentos fornecidos, existem 2 graus de separação entre Ahmed Al-Rashid e Dr. Kwame Okafor.

1. Ahmed Al-Rashid e Isabella Romano estão conectados (Isabella é sua vizinha).
2. Isabella Romano e Dr. Kwame Okafor estão conectados (ela é a tia de Emmanuel Okafor, filho de Dr. Kwame Okafor).

Portanto, Ahmed Al-Rashid e Dr. Kwame Okafor estão conectados através de Isabella Romano.",Multiple paths exist: Direct: Al-Rashid → community meetings → hospital discussions → Dr. Okafor Through children: Al-Rashid → community connections → Emmanuel Okafor → Dr. Okafor (father) Through Isabella: Al-Rashid → Isabella Romano (who knows about Emmanuel's hospital visit) → Dr. Okafor,0.6,False,True
Pattern1,18,"What languages does Dr. Elena Vasquez speak, and how do her language skills impact her role in the community?","Dr. Elena Vasquez speaks Spanish (native), English (fluent), and Portuguese (conversational). Her bilingual abilities have been valuable in peer tutoring sessions with Spanish-speaking students, as mentioned by Mr. Chen in Carmen's academic transcript. Her language skills also enable her to communicate effectively with the diverse community in Millbrook, as seen in the conversation transcript where she interacts with Ahmed Al-Rashid, who speaks Arabic, and Isabella Romano, who speaks Italian.","Dr. Vasquez speaks Spanish (native), English (fluent), and Portuguese (conversational). Her bilingual abilities help in medical care and community meetings, as noted in Carmen's academic comments about tutoring Spanish-speaking students.",0.8,False,False
Pattern1,19,"In the bakery conversation transcript, identify all instances of code-switching and explain what languages are being mixed.","Dans le transcript de la conversation, il y a plusieurs instances de code-switching. 

Lorsque Marcus Chen parle avec Isabella Romano, il utilise du mandarin de base : ""你明白吗？Do you understand the medical concerns?"" 

Isabella répond en espagnol : ""Sí, yes. At Sunset Manor, we sometimes need quick hospital transfers.""

Ahmed Al-Rashid parle en arabe : ""أهلاً وسهلاً، دكتورة إيلينا! Welcome, Dr. Elena! Coffee is fresh.""

Dr. Vasquez répond en espagnol : ""Gracias, Ahmed. Marcus, I'm glad you could meet here. We need to discuss the bridge situation and hospital access.""

Ces instances de code-switching montrent la diversité linguistique de la communauté de Millbrook.","Multiple instances: Ahmed: Arabic ('أهلاً وسهلاً' - welcome) to English Dr. Vasquez: Spanish ('Gracias,' 'Para los pacientes cardíacos') mixed with English Marcus: English to Mandarin ('你明白吗？') Isabella: Italian ('Scusi,' 'questi ponti vengono e vanno') to Spanish/English Ahmed: Arabic ('المجتمع يجب أن يعرف') translated to English",0.8,False,True
Pattern1,20,"According to the engineering report, what are the specific technical reasons Bridge 7 needs immediate attention, and how do these relate to the timeline concerns expressed in the city council meeting?","According to the technical engineering report, the specific technical reasons Bridge 7 needs immediate attention are:

1. The eastern pylon foundation shows 15.3cm displacement from the vertical axis, indicating differential settlement and soil consolidation beneath the eastern approach.
2. Groundwater infiltration is contributing to concrete deterioration.
3. Load redistribution is creating stress concentrations in the western pylon.
4. The prestressed concrete deck exhibits micro-cracking in high-stress zones.
5. Expansion joints have exceeded design movement capacity.
6. Rebar corrosion has been detected in 23% of tested core samples.

These technical reasons relate to the timeline concerns expressed in the city council meeting because they indicate a high risk of catastrophic failure within 8-14 months without intervention.","Technical reasons include 15.3cm pylon displacement, 65% load capacity, micro-cracking, and 18% natural frequency reduction. These support the council's concern about the 8-14 month failure timeline and need for immediate $2.3M intervention.",0.8,False,False
Pattern1,21,"What medical considerations are mentioned regarding the bridge construction, and which healthcare professionals are involved in planning?","Los médicos mencionados en el documento son Dr. Elena Vasquez, quien es la directora del Hospital General de Millbrook, y Dr. Kwame Okafor, quien es su colega en pediatría. Se menciona que Dr. Okafor tiene preocupaciones sobre la ruta de los ambulancias hacia la sala de pediatría durante la construcción.

Se menciona que la respuesta de emergencia puede aumentar significativamente debido a la construcción, lo que podría ser crítico para los pacientes cardíacos. Dr. Vasquez explica que cuatro minutos adicionales pueden ser críticos para los pacientes con problemas cardíacos.",Main concerns are increased emergency response times (+4.7 minutes) affecting cardiac patients. Dr. Elena Vasquez (Hospital Director) and Rebecca Martinez (Emergency Nurse Manager) are involved in planning alternative routes and weekly progress reviews.,0.8,False,True
Pattern10,0,"Who owns Romano's Bakery, and how is this person related to Isabella Romano?","La persona que posee la panadería Romano es la abuela de Isabella Romano, Rosa Romano.",Rosa Romano owns/founded Romano's Family Bakery in 1963. Isabella Romano is her granddaughter who lives with her.,1.0,False,True
Pattern10,1,"Dr. Okafor treated a patient in the emergency department. What was the patient's condition, and what is Dr. Okafor's relationship to the patient?","Dr. Okafor treated a patient in the emergency department. The patient's condition was acute onset abdominal pain, and Dr. Okafor suspected appendicitis. Dr. Okafor's relationship to the patient is that of the patient's father, as he is Dr. Kwame Okafor, the pediatrician, and the patient is his son, Emmanuel Okafor.",Dr. Kwame Okafor (pediatrician) treated Emmanuel Okafor for acute appendicitis. Emmanuel is Dr. Okafor's son.,0.8,False,False
Pattern10,2,There are two bakeries mentioned in the documents. What are their names and who runs them ?,"Os dois bairros mencionados são Al-Rashid Mediterranean Bakery e Romano's Family Bakery. O Al-Rashid Mediterranean Bakery é dirigido por Ahmed Al-Rashid, enquanto o Romano's Family Bakery é dirigido pela família de Rosa Romano.",Al-Rashid Mediterranean Bakery (run by Ahmed Al-Rashid) and Romano's Family Bakery (founded by Rosa Romano in 1963),0.8,False,True
Pattern10,3,"What significant infrastructure event happened in Millbrook in 1963, and how does it relate to current events in 2024?","According to the given documents, the significant infrastructure event that happened in Millbrook in 1963 is the construction of Bridge 7. The document ""DOCUMENT 9: NEWSPAPER ARTICLE"" states that Bridge 7 faces its most significant structural challenge since its construction in 1963. This suggests that the current infrastructure event in 2024 is related to the maintenance or repair of Bridge 7, which was built 61 years ago.","Bridge 7 was constructed in 1963 (same year Rosa Romano founded her bakery). In 2024, this bridge requires major structural repairs due to deterioration.",0.8,False,False
Pattern10,4,"How long has Ahmed Al-Rashid been operating his bakery, and what was his career before opening it?","Ahmed Al-Rashid ha estado operando su panadería durante 30 años. Antes de abrir la panadería, trabajó en la construcción.","Al-Rashid has been operating his bakery for 30 years (opened 1994, document dated 2024). Before that, he worked in construction after immigrating in 1989.",0.8,False,True
Pattern10,5,"When did Dr. Elena Vasquez assume her current role as Hospital Director, and how long had she been at the hospital before that promotion?","Dr. Elena Vasquez assumed her current role como Directora del Hospital en enero de 2020. Ella había estado en el hospital durante 14 años antes de esa promoción, ya que se unió a Millbrook General en 2006 como cardióloga asistente.","She became Hospital Director in January 2020. She had been at Millbrook General since 2006, so 14 years before her promotion",0.8,False,True
Pattern10,6,"What is the current load capacity of Bridge 7, and are there any restrictions in place?",The current load capacity of Bridge 7 is 65% of its original design specifications.,"The current load rating is 25 tons (reduced from original 40 tons), but there are temporary 15-ton restrictions due to safety concerns.",0.6,False,False
Pattern10,7,"How much time will be added to emergency response times due to the bridge construction, and how has this actually affected hospital operations ?","According to the documents, Dr. Elena Vasquez at Millbrook General Hospital expressed concerns about emergency vehicle access. Sofia Okafor recommended establishing alternative routes through University Heights, which would add approximately 4.7 minutes to response times. However, Rebecca Martinez from the hospital emergency department confirmed that response time increases have been minimal thanks to proactive routing strategies.","The engineering report projects +4.7 minutes average response time, but the newspaper reports actual increases have been 'minimal' due to proactive routing strategies.",0.8,False,False
Pattern10,8,What is the projected economic impact of the bridge construction on local businesses?,La proyección del impacto económico de la construcción del puente en las empresas locales es de una disminución del 25-35% en el tráfico peatonal durante la construcción.,"Two different measures are given: $47,000 per day economic loss (from detour costs), and 25-35% reduction in foot traffic for Historic Downtown businesses.",0.8,False,True
Pattern10,9,What happened to Isabella Romano's parents?,Isabella Romano's parents sono deceduti.,The documents indicate Isabella's parents are deceased but do not provide details about what happened to them.,0.8,False,False
Pattern10,10,Why did Sofia Okafor move from Texas to Millbrook to start her engineering firm?,I do not have an answer.,"The documents indicate Sofia has a Texas PE license and founded her firm in Millbrook in 2018, but do not explain the reason for relocating.",0.2,False,False
Pattern10,11,What architectural projects has Miguel Vasquez (Elena's husband) worked on in Millbrook?,Não tenho informações sobre os projetos arquitetéticos que o Miguel Vasquez trabalhou em Millbrook.,"Miguel Vasquez is identified as an architect and Elena's husband, but no specific projects in Millbrook are mentioned in the documents.",1.0,False,True
Pattern10,12,What does Sofia Okafor's PE license enable her to do professionally?,Sofia Okafor's PE license enables her to practice as a professional engineer.,Sofia's PE (Professional Engineer) license #89472 enables her to practice engineering and stamp engineering documents in Texas (she also has a California PE license #67821).,0.8,False,False
Pattern10,13,"In the medical record, what does 'attending physician' refer to, and how does this differ from meeting attendance mentioned elsewhere?","""Attending physician"" se refiere al médico principal que atiende al paciente en el hospital. En este caso, el médico principal de Emmanuel Okafor es Dr. Kwame Okafor, quien es un pediatra.

La diferencia entre ""attending physician"" y ""meeting attendance"" es que el primero se refiere a la responsabilidad médica de un profesional en un hospital, mientras que el segundo se refiere a la asistencia a una reunión. En el contexto del documento, ""meeting attendance"" se refiere a la asistencia de varias personas a una reunión en la panadería Al-Rashid, incluyendo a Dr. Elena Vasquez, Marcus Chen e Isabella Romano.","Attending physician refers to Dr. Kwame Okafor's role as the supervising doctor responsible for patient care, not meeting attendance. This is standard medical terminology.",0.8,False,True
Pattern10,14,What type of 'code-switching' is mentioned in the documents?,"The type of 'code-switching' mentioned in the documents is bilingual code-switching. This is evident in the comments made by Mr. Chen about Carmen Vasquez's bilingual abilities being valuable in peer tutoring sessions with Spanish-speaking students. Additionally, it is mentioned that Carmen's mother, Dr. Vasquez, is bilingual, and that Carmen's family is getting close to the Okafor family since Dr. Vasquez and Dr. Okafor work together at the hospital.","Linguistic code-switching - the practice of alternating between languages within conversations, as shown in the bakery conversation transcript.",0.4,False,False
Pattern10,15,"How are Carmen Vasquez and Emmanuel Okafor connected, and trace the path of their relationship through their families' professional connections?","Carmen Vasquez e Emmanuel Okafor estão conectados através de suas famílias profissionais. A mãe de Carmen, Dr. Elena Vasquez, é a diretora do Hospital Geral de Millbrook, e o pai de Emmanuel, Dr. Kwame Okafor, é um pediatra que trabalha no mesmo hospital. Isso significa que Carmen e Emmanuel têm uma conexão profissional através de suas famílias. Além disso, o documento menciona que Diego Vasquez, o irmão de Carmen, e Emmanuel se tornaram amigos, o que sugere que as famílias estão se aproximando.",Carmen Vasquez (daughter of Dr. Elena Vasquez) is friends with Emmanuel Okafor (son of Dr. Kwame Okafor). Their mothers work together at Millbrook General Hospital - Elena as Hospital Director and Kwame as a pediatrician.,0.8,False,True
Pattern10,16,"What connections exist between the Chen family and the bridge project, considering both professional and personal relationships?","La conexión entre la familia Chen y el proyecto del puente es multifacética. Marcus Chen, el padre de Lily, es un miembro del consejo municipal y ha estado involucrado en las discusiones sobre el puente. Como físico, también ha trabajado en la escuela secundaria Lincoln, donde su hija Lily es estudiante. Además, la hija de Marcus, Lily, ha estado estudiando con su amiga Carmen Vasquez, quien tiene una relación cercana con la familia Okafor, ya que su padre, Dr. Kwame Okafor, trabaja en el hospital y su hijo, Emmanuel, ha estado involucrado en el proyecto del puente.","Marcus Chen (city councilman) works professionally with Sofia Okafor on the bridge project. His daughter Lily Chen is friends with Carmen Vasquez, whose mother (Dr. Elena Vasquez) has concerns about bridge impact on hospital access. Lily also helps Isabella Romano with studies, connecting to another affected family.",0.8,False,True
Pattern10,17,"How many degrees of separation exist between Ahmed Al-Rashid and Dr. Kwame Okafor, and what is the path?","Parece que existem 3 graus de separação entre Ahmed Al-Rashid e Dr. Kwame Okafor.

1. Ahmed Al-Rashid e Isabella Romano são amigos e vizinhos.
2. Isabella Romano é a tia de Emmanuel Okafor.
3. Emmanuel Okafor é o filho de Dr. Kwame Okafor.

Portanto, a sequência de conexões é: Ahmed Al-Rashid → Isabella Romano → Emmanuel Okafor → Dr. Kwame Okafor.",Multiple paths exist: Direct: Al-Rashid → community meetings → hospital discussions → Dr. Okafor Through children: Al-Rashid → community connections → Emmanuel Okafor → Dr. Okafor (father) Through Isabella: Al-Rashid → Isabella Romano (who knows about Emmanuel's hospital visit) → Dr. Okafor,0.8,False,True
Pattern10,18,"What languages does Dr. Elena Vasquez speak, and how do her language skills impact her role in the community?","Dr. Elena Vasquez fala várias línguas. Ela é nativa em espanhol, fluente em inglês e conversacional em português. Suas habilidades linguísticas impactam seu papel na comunidade de várias maneiras. Como chefe de cardiologia em um hospital que atende a uma população diversa, ela pode se comunicar efetivamente com pacientes e famílias de diferentes origens. Além disso, suas habilidades linguísticas permitem que ela trabalhe com profissionais de saúde de diferentes países e culturas, o que é especialmente útil em uma cidade cosmopolita como Millbrook.","Dr. Vasquez speaks Spanish (native), English (fluent), and Portuguese (conversational). Her bilingual abilities help in medical care and community meetings, as noted in Carmen's academic comments about tutoring Spanish-speaking students.",0.8,False,True
Pattern10,19,"In the bakery conversation transcript, identify all instances of code-switching and explain what languages are being mixed.","Nel documento della conversazione nel forno, ci sono due casi di code-switching.

Il primo caso è quando Marcus Chen dice: ""你明白吗？Do you understand the medical concerns?"" Egli sta parlando con Isabella Romano in inglese, ma poi passa al cinese mandarino per chiedere se lei capisce le preoccupazioni mediche. Questo è un esempio di code-switching tra inglese e cinese mandarino.

Il secondo caso non è presente.","Multiple instances: Ahmed: Arabic ('أهلاً وسهلاً' - welcome) to English Dr. Vasquez: Spanish ('Gracias,' 'Para los pacientes cardíacos') mixed with English Marcus: English to Mandarin ('你明白吗？') Isabella: Italian ('Scusi,' 'questi ponti vengono e vanno') to Spanish/English Ahmed: Arabic ('المجتمع يجب أن يعرف') translated to English",0.8,False,True
Pattern10,20,"According to the engineering report, what are the specific technical reasons Bridge 7 needs immediate attention, and how do these relate to the timeline concerns expressed in the city council meeting?","According to the engineering report, the specific technical reasons Bridge 7 needs immediate attention are foundation settlement and material fatigue. These issues have resulted in a load-bearing capacity that has degraded to 65% of the original design specifications. The report also mentions that the eastern pylon foundation shows 15% displacement from its original position. These technical concerns are related to the timeline concerns expressed in the city council meeting, as they indicate a high risk of catastrophic failure within 8-14 months without intervention.","Technical reasons include 15.3cm pylon displacement, 65% load capacity, micro-cracking, and 18% natural frequency reduction. These support the council's concern about the 8-14 month failure timeline and need for immediate $2.3M intervention.",0.8,False,False
Pattern10,21,"What medical considerations are mentioned regarding the bridge construction, and which healthcare professionals are involved in planning?","Os médicos consideram que a construção da ponte pode afetar a resposta médica de emergência. Dr. Elena Vasquez, diretora do Hospital Geral de Millbrook, expressou preocupações sobre o acesso de veículos de emergência ao hospital durante a construção. Ela mencionou que quatro minutos adicionais de resposta podem ser críticos para pacientes cardíacos. Além disso, Dr. Kwame Okafor, colega de pediatria de Dr. Vasquez, tem preocupações sobre a rota de ambulância para a ala de pediatria.",Main concerns are increased emergency response times (+4.7 minutes) affecting cardiac patients. Dr. Elena Vasquez (Hospital Director) and Rebecca Martinez (Emergency Nurse Manager) are involved in planning alternative routes and weekly progress reviews.,0.8,False,True
Pattern2,0,"Who owns Romano's Bakery, and how is this person related to Isabella Romano?",La persona que posee Romano's Bakery es Rosa Romano. Ella es la abuela de Isabella Romano.,Rosa Romano owns/founded Romano's Family Bakery in 1963. Isabella Romano is her granddaughter who lives with her.,0.8,False,False
Pattern2,1,"Dr. Okafor treated a patient in the emergency department. What was the patient's condition, and what is Dr. Okafor's relationship to the patient?","Dr. Okafor treated a patient in the emergency department. The patient's condition was acute onset abdominal pain, which led to a diagnosis of uncomplicated acute appendicitis. Dr. Okafor's relationship to the patient is that of a father, as the patient is his son, Emmanuel Okafor.",Dr. Kwame Okafor (pediatrician) treated Emmanuel Okafor for acute appendicitis. Emmanuel is Dr. Okafor's son.,0.8,False,False
Pattern2,2,There are two bakeries mentioned in the documents. What are their names and who runs them ?,"Los nombres de las panaderías mencionadas en los documentos son Al-Rashid Mediterranean Bakery y Romano's Family Bakery. La primera es propiedad de Ahmed Al-Rashid, mientras que la segunda es propiedad de la familia Romano, específicamente de Rosa Romano.",Al-Rashid Mediterranean Bakery (run by Ahmed Al-Rashid) and Romano's Family Bakery (founded by Rosa Romano in 1963),0.8,False,True
Pattern2,3,"What significant infrastructure event happened in Millbrook in 1963, and how does it relate to current events in 2024?","According to the provided documents, in 1963, construction of Bridge 7 in Millbrook took place. This bridge is currently facing its most significant structural challenge since its construction in 1963, as mentioned in the newspaper article ""Community Rallies Around Bridge Crisis"" from The Millbrook Herald, November 2, 2024.","Bridge 7 was constructed in 1963 (same year Rosa Romano founded her bakery). In 2024, this bridge requires major structural repairs due to deterioration.",0.8,False,False
Pattern2,4,"How long has Ahmed Al-Rashid been operating his bakery, and what was his career before opening it?","Ahmed Al-Rashid ha estado operando su panadería durante 30 años. Antes de abrir su panadería, trabajó en la construcción.","Al-Rashid has been operating his bakery for 30 years (opened 1994, document dated 2024). Before that, he worked in construction after immigrating in 1989.",0.8,False,True
Pattern2,5,"When did Dr. Elena Vasquez assume her current role as Hospital Director, and how long had she been at the hospital before that promotion?","Dr. Elena Vasquez assumed her current role as Hospital Director in January 2020. She had been at the hospital since 2006, initially as an attending cardiologist.","She became Hospital Director in January 2020. She had been at Millbrook General since 2006, so 14 years before her promotion",0.8,False,False
Pattern2,6,"What is the current load capacity of Bridge 7, and are there any restrictions in place?","La capacidad de carga actual de la Puente 7 es de 25 toneladas, lo que representa una reducción del 37,5% de la capacidad original de 40 toneladas. Esta reducción se debe a las deficiencias estructurales identificadas en el informe de la ingeniera Sofia Okafor. Se han implementado restricciones de carga para evitar sobrecargar la estructura, con un límite máximo de 15 toneladas.","The current load rating is 25 tons (reduced from original 40 tons), but there are temporary 15-ton restrictions due to safety concerns.",0.8,False,True
Pattern2,7,"How much time will be added to emergency response times due to the bridge construction, and how has this actually affected hospital operations ?","Según el informe de la ingeniera Sofia Okafor, la construcción del puente agregará aproximadamente 4,7 minutos a los tiempos de respuesta de emergencia. Afortunadamente, según el artículo del periódico ""The Millbrook Herald"", gracias a la coordinación con el sistema de rutas inteligentes implementado por David Kim de Municipal IT, y a la participación de Rebecca Martinez de la unidad de emergencias del hospital, los tiempos de respuesta han sido mínimos.","The engineering report projects +4.7 minutes average response time, but the newspaper reports actual increases have been 'minimal' due to proactive routing strategies.",0.8,False,True
Pattern2,8,What is the projected economic impact of the bridge construction on local businesses?,"El informe técnico de Okafor Engineering Solutions menciona que el costo diario de cierre del puente es de $47,000, basado en los costos de desvío y el impacto en los negocios. Esto se debe a que el 18% de los vehículos que cruzan el puente son comerciales, y el cierre del puente podría afectar a estos negocios.","Two different measures are given: $47,000 per day economic loss (from detour costs), and 25-35% reduction in foot traffic for Historic Downtown businesses.",0.8,False,True
Pattern2,9,What happened to Isabella Romano's parents?,Não tenho informações sobre o que aconteceu com os pais de Isabella Romano.,The documents indicate Isabella's parents are deceased but do not provide details about what happened to them.,0.8,False,True
Pattern2,10,Why did Sofia Okafor move from Texas to Millbrook to start her engineering firm?,I don't have an answer.,"The documents indicate Sofia has a Texas PE license and founded her firm in Millbrook in 2018, but do not explain the reason for relocating.",0.6,False,False
Pattern2,11,What architectural projects has Miguel Vasquez (Elena's husband) worked on in Millbrook?,Não tenho informações sobre os projetos arquitetônicos que Miguel Vasquez trabalhou em Millbrook.,"Miguel Vasquez is identified as an architect and Elena's husband, but no specific projects in Millbrook are mentioned in the documents.",1.0,False,True
Pattern2,12,What does Sofia Okafor's PE license enable her to do professionally?,"Sofia Okafor's PE (Professional Engineer) license enables her to practice engineering in a professional capacity. Specifically, it allows her to:

- Sign and seal engineering documents, such as plans, reports, and specifications
- Provide expert testimony in court as an engineering expert
- Represent herself or her company in dealings with government agencies and other clients
- Engage in the sale of engineering services to the public
- Supervise and direct the work of other engineers, including interns and junior engineers

This license is issued by the Texas Board of Professional Engineers, where Sofia Okafor holds license number 89472.",Sofia's PE (Professional Engineer) license #89472 enables her to practice engineering and stamp engineering documents in Texas (she also has a California PE license #67821).,0.8,False,False
Pattern2,13,"In the medical record, what does 'attending physician' refer to, and how does this differ from meeting attendance mentioned elsewhere?","Nel documento, ""attending physician"" si riferisce al medico che ha la responsabilità diretta della cura del paziente. In questo caso, il paziente Emmanuel Okafor è sottoposto alla cura del Dr. Kwame Okafor, suo padre e pediatra. Questo significa che il Dr. Okafor è il medico principale responsabile della cura di Emmanuel e che tiene conto delle sue condizioni di salute.

La differenza tra ""attending physician"" e ""meeting attendance"" è che la prima si riferisce alla responsabilità clinica del medico, mentre la seconda si riferisce alla partecipazione di un individuo a una riunione.","Attending physician refers to Dr. Kwame Okafor's role as the supervising doctor responsible for patient care, not meeting attendance. This is standard medical terminology.",0.8,False,True
